	date	time	mothermilk	milk	expressedmilk	small	big	sleep
0	2021-01-01	04:45:00						0
1	2021-01-01	04:55:00						1
2	2021-01-01	05:02:00						0
3	2021-01-01	05:15:00						1
4	2021-01-01	05:18:00						0
5	2021-01-01	05:35:00				1		
6	2021-01-01	05:41:00						1
7	2021-01-01	05:50:00						0
8	2021-01-01	06:28:00						1
9	2021-01-01	07:15:00	11					
10	2021-01-01	07:15:00						0
11	2021-01-01	08:20:00				1		
12	2021-01-01	08:30:00						1
13	2021-01-01	09:20:00						0
14	2021-01-01	09:45:00				1		
15	2021-01-01	09:45:00					1	
16	2021-01-01	10:00:00	8					
17	2021-01-01	11:00:00				1		
18	2021-01-01	11:40:00						1
19	2021-01-01	12:00:00						0
20	2021-01-01	13:00:00	10					
21	2021-01-01	14:15:00				1		
22	2021-01-01	14:45:00					1	
23	2021-01-01	14:45:00				1		
24	2021-01-01	14:59:00						1
25	2021-01-01	16:20:00						0
26	2021-01-01	16:25:00	9					
27	2021-01-01	17:00:00				1		
28	2021-01-01	19:00:00		200				
29	2021-01-01	19:05:00				1		
30	2021-01-01	19:20:00	6					
31	2021-01-01	19:40:00						1
32	2021-01-01	19:40:00	43					
33	2021-01-01	19:40:00				1		
34	2021-01-01	19:40:00					1	
35	2021-01-02	04:45:00						0
36	2021-01-02	05:00:00						1
37	2021-01-02	05:40:00						0
38	2021-01-02	06:00:00						1
39	2021-01-02	06:30:00						0
40	2021-01-02	06:40:00						1
41	2021-01-02	07:10:00						0
42	2021-01-02	07:15:00				1		
43	2021-01-02	07:15:00					1	
44	2021-01-02	07:20:00	11					
45	2021-01-02	08:00:00				1		
46	2021-01-02	08:00:00					1	
47	2021-01-02	08:45:00						1
48	2021-01-02	09:30:00						0
49	2021-01-02	10:05:00	9					
50	2021-01-02	10:30:00				1		
51	2021-01-02	11:20:00						1
52	2021-01-02	11:55:00						0
53	2021-01-02	13:00:00	9					
54	2021-01-02	13:30:00				1		
55	2021-01-02	14:05:00						1
56	2021-01-02	16:30:00						0
57	2021-01-02	16:35:00				1		
58	2021-01-02	16:40:00	10					
59	2021-01-02	19:00:00		200				
60	2021-01-02	19:10:00				1		
61	2021-01-02	19:25:00	5					
62	2021-01-02	19:40:00						1
63	2021-01-02	21:25:00						0
64	2021-01-02	21:30:00						1
65	2021-01-02	21:30:00	44					
66	2021-01-02	21:30:00				1		
67	2021-01-02	21:30:00					1	
68	2021-01-03	04:00:00						0
69	2021-01-03	04:40:00						0
70	2021-01-03	04:40:00						1
71	2021-01-03	04:45:00						1
72	2021-01-03	06:40:00						0
73	2021-01-03	07:10:00				1		
74	2021-01-03	07:10:00	9					
75	2021-01-03	08:55:00				1		
76	2021-01-03	09:07:00						1
77	2021-01-03	09:40:00						0
78	2021-01-03	10:00:00	9					
79	2021-01-03	10:20:00				1		
80	2021-01-03	11:50:00						1
81	2021-01-03	12:00:00						0
82	2021-01-03	12:30:00						1
83	2021-01-03	12:58:00						0
84	2021-01-03	13:20:00	9					
85	2021-01-03	13:40:00				1		
86	2021-01-03	14:20:00				1		
87	2021-01-03	14:20:00					1	
88	2021-01-03	14:40:00						1
89	2021-01-03	16:15:00						0
90	2021-01-03	16:25:00						1
91	2021-01-03	17:10:00	10					
92	2021-01-03	17:10:00						0
93	2021-01-03	17:35:00				1		
94	2021-01-03	19:05:00		200				
95	2021-01-03	19:55:00				1		
96	2021-01-03	20:10:00	6					
97	2021-01-03	20:35:00						1
98	2021-01-03	20:35:00	44					
99	2021-01-03	20:35:00				1		
100	2021-01-03	20:35:00					1	
101	2021-01-04	06:25:00						0
102	2021-01-04	06:55:00				1		
103	2021-01-04	07:00:00	13					
104	2021-01-04	07:40:00					1	
105	2021-01-04	08:40:00						1
106	2021-01-04	09:10:00						0
107	2021-01-04	09:30:00				1		
108	2021-01-04	10:00:00	9					
109	2021-01-04	10:35:00				1		
110	2021-01-04	11:25:00						1
111	2021-01-04	11:55:00						0
112	2021-01-04	12:55:00	8					
113	2021-01-04	13:55:00					1	
114	2021-01-04	13:55:00				1		
115	2021-01-04	14:05:00						1
116	2021-01-04	17:00:00	7					
117	2021-01-04	17:00:00						0
118	2021-01-04	17:30:00				1		
119	2021-01-04	18:10:00					1	
120	2021-01-04	19:00:00		200				
121	2021-01-04	19:30:00	6					
122	2021-01-04	19:50:00						1
123	2021-01-04	19:50:00	42					
124	2021-01-04	19:50:00				1		
125	2021-01-04	19:50:00					1	
126	2021-01-05	06:05:00						0
127	2021-01-05	06:55:00	12					
128	2021-01-05	06:55:00				1		
129	2021-01-05	07:30:00					1	
130	2021-01-05	08:27:00						1
131	2021-01-05	09:40:00						0
132	2021-01-05	09:45:00				1		
133	2021-01-05	10:05:00	8					
134	2021-01-05	11:30:00				1		
135	2021-01-05	11:38:00						1
136	2021-01-05	12:17:00						0
137	2021-01-05	12:20:00						1
138	2021-01-05	13:05:00						0
139	2021-01-05	13:20:00	7					
140	2021-01-05	14:25:00				1		
141	2021-01-05	14:40:00						1
142	2021-01-05	14:50:00						0
143	2021-01-05	16:00:00	7					
144	2021-01-05	16:50:00						1
145	2021-01-05	17:15:00						0
146	2021-01-05	18:50:00		200				
147	2021-01-05	19:25:00				1		
148	2021-01-05	19:35:00	6					
149	2021-01-05	20:00:00						1
150	2021-01-05	22:00:00						0
151	2021-01-05	22:10:00						1
152	2021-01-05	22:10:00	40					
153	2021-01-05	22:10:00				1		
154	2021-01-05	22:10:00					1	
155	2021-01-06	00:10:00						0
156	2021-01-06	00:15:00						1
157	2021-01-06	06:10:00						0
158	2021-01-06	07:00:00	10					
159	2021-01-06	07:25:00				1		
160	2021-01-06	08:30:00				1		
161	2021-01-06	08:45:00						1
162	2021-01-06	09:25:00						0
163	2021-01-06	09:50:00				1		
164	2021-01-06	10:10:00	8					
165	2021-01-06	11:20:00						1
166	2021-01-06	12:10:00						0
167	2021-01-06	13:00:00	9					
168	2021-01-06	13:15:00				1		
169	2021-01-06	13:45:00					1	
170	2021-01-06	14:20:00						1
171	2021-01-06	14:45:00						0
172	2021-01-06	15:50:00	7					
173	2021-01-06	16:00:00				1		
174	2021-01-06	17:05:00						1
175	2021-01-06	17:25:00						0
176	2021-01-06	18:50:00				1		
177	2021-01-06	18:50:00		200				
178	2021-01-06	19:30:00				1		
179	2021-01-06	19:45:00	6					
180	2021-01-06	20:00:00						1
181	2021-01-06	20:30:00						0
182	2021-01-06	20:45:00						1
183	2021-01-06	20:55:00						0
184	2021-01-06	21:00:00						1
185	2021-01-06	22:15:00						0
186	2021-01-06	22:20:00						1
187	2021-01-06	22:20:00	40					
188	2021-01-06	22:20:00				1		
189	2021-01-06	22:20:00					1	
190	2021-01-07	05:25:00						0
191	2021-01-07	05:35:00						1
192	2021-01-07	05:40:00						0
193	2021-01-07	05:45:00				1		
194	2021-01-07	07:10:00	9					
195	2021-01-07	08:15:00				1		
196	2021-01-07	08:39:00						1
197	2021-01-07	09:20:00						0
198	2021-01-07	10:05:00	8					
199	2021-01-07	10:25:00				1		
200	2021-01-07	11:05:00						1
201	2021-01-07	12:40:00				1		
202	2021-01-07	12:40:00						0
203	2021-01-07	13:00:00	8					
204	2021-01-07	14:20:00						1
205	2021-01-07	15:05:00						0
206	2021-01-07	15:10:00					1	
207	2021-01-07	15:10:00				1		
208	2021-01-07	16:00:00	6					
209	2021-01-07	17:27:00						1
210	2021-01-07	18:08:00						0
211	2021-01-07	18:15:00				1		
212	2021-01-07	19:15:00		200				
213	2021-01-07	19:45:00	5					
214	2021-01-07	20:00:00						1
215	2021-01-07	20:05:00						0
216	2021-01-07	20:30:00						1
217	2021-01-07	20:30:00	36					
218	2021-01-07	20:30:00				1		
219	2021-01-07	20:30:00					1	
220	2021-01-08	06:05:00						0
221	2021-01-08	07:00:00				1		
222	2021-01-08	07:00:00	11					
223	2021-01-08	08:30:00						1
224	2021-01-08	09:15:00						0
225	2021-01-08	09:30:00				1		
226	2021-01-08	10:05:00	7					
227	2021-01-08	10:45:00				1		
228	2021-01-08	10:54:00						1
229	2021-01-08	11:35:00						0
230	2021-01-08	11:40:00						1
231	2021-01-08	11:44:00						0
232	2021-01-08	11:50:00						1
233	2021-01-08	12:00:00						0
234	2021-01-08	12:00:00				1		
235	2021-01-08	12:00:00					1	
236	2021-01-08	13:00:00	6					
237	2021-01-08	13:30:00				1		
238	2021-01-08	14:00:00						1
239	2021-01-08	16:50:00	9					
240	2021-01-08	16:50:00						0
241	2021-01-08	19:05:00		200				
242	2021-01-08	19:30:00				1		
243	2021-01-08	19:50:00	5					
244	2021-01-08	20:10:00						1
245	2021-01-08	20:45:00						0
246	2021-01-08	20:53:00						1
247	2021-01-08	21:20:00						0
248	2021-01-08	21:52:00						1
249	2021-01-08	21:52:00	38					
250	2021-01-08	21:52:00				1		
251	2021-01-08	21:52:00					1	
252	2021-01-09	00:00:00						0
253	2021-01-09	00:10:00						1
254	2021-01-09	05:45:00						0
255	2021-01-09	06:05:00						1
256	2021-01-09	07:00:00						0
257	2021-01-09	07:05:00				1		
258	2021-01-09	07:05:00	11					
259	2021-01-09	08:35:00				1		
260	2021-01-09	08:41:00						1
261	2021-01-09	09:30:00						0
262	2021-01-09	09:40:00				1		
263	2021-01-09	10:00:00	9					
264	2021-01-09	10:45:00				1		
265	2021-01-09	10:55:00						1
266	2021-01-09	12:45:00						0
267	2021-01-09	13:00:00				1		
268	2021-01-09	13:00:00	7					
269	2021-01-09	14:05:00						1
270	2021-01-09	15:35:00						0
271	2021-01-09	15:45:00	11					
272	2021-01-09	15:45:00				1		
273	2021-01-09	17:00:00				1		
274	2021-01-09	18:30:00				1		
275	2021-01-09	18:55:00		200				
276	2021-01-09	19:20:00				1		
277	2021-01-09	19:20:00					1	
278	2021-01-09	19:35:00	6					
279	2021-01-09	19:50:00						1
280	2021-01-09	19:50:00	42					
281	2021-01-09	19:50:00				1		
282	2021-01-09	19:50:00					1	
283	2021-01-10	03:55:00						0
284	2021-01-10	04:15:00						1
285	2021-01-10	07:20:00						0
286	2021-01-10	07:20:00				1		
287	2021-01-10	07:20:00	12					
288	2021-01-10	08:50:00						1
289	2021-01-10	09:30:00						0
290	2021-01-10	09:45:00					1	
291	2021-01-10	09:45:00				1		
292	2021-01-10	10:00:00	9					
293	2021-01-10	11:20:00				1		
294	2021-01-10	11:30:00						1
295	2021-01-10	12:05:00						0
296	2021-01-10	12:50:00	9					
297	2021-01-10	13:15:00					1	
298	2021-01-10	13:28:00						1
299	2021-01-10	15:05:00						0
300	2021-01-10	15:20:00				1		
301	2021-01-10	15:55:00	7					
302	2021-01-10	17:15:00						1
303	2021-01-10	17:45:00						0
304	2021-01-10	18:30:00		200				
305	2021-01-10	19:30:00					1	
306	2021-01-10	19:30:00				1		
307	2021-01-10	19:45:00	10					
308	2021-01-10	20:00:00						1
309	2021-01-10	23:35:00				1		
310	2021-01-10	23:35:00	44					
311	2021-01-10	23:35:00				1		
312	2021-01-10	23:35:00					1	
313	2021-01-11	06:02:00						0
314	2021-01-11	06:05:00						1
315	2021-01-11	07:15:00				1		
316	2021-01-11	07:15:00						0
317	2021-01-11	07:20:00	10					
318	2021-01-11	08:25:00				1		
319	2021-01-11	09:50:00	7					
320	2021-01-11	10:15:00				1		
321	2021-01-11	10:24:00						1
322	2021-01-11	11:55:00						0
323	2021-01-11	12:05:00				1		
324	2021-01-11	12:55:00	6					
325	2021-01-11	14:00:00				1		
326	2021-01-11	14:20:00						1
327	2021-01-11	14:45:00						0
328	2021-01-11	15:50:00				1		
329	2021-01-11	15:50:00					1	
330	2021-01-11	16:00:00	10					
331	2021-01-11	17:12:00						1
332	2021-01-11	17:45:00						0
333	2021-01-11	17:55:00				1		
334	2021-01-11	19:00:00		200				
335	2021-01-11	19:35:00				1		
336	2021-01-11	19:50:00	7					
337	2021-01-11	20:10:00						1
338	2021-01-11	20:20:00						0
339	2021-01-11	21:00:00						1
340	2021-01-11	22:40:00						0
341	2021-01-11	22:50:00				1		
342	2021-01-11	22:50:00						1
343	2021-01-11	22:50:00	41					
344	2021-01-11	22:50:00				1		
345	2021-01-11	22:50:00					1	
346	2021-01-12	05:30:00						0
347	2021-01-12	05:35:00						1
348	2021-01-12	07:00:00						0
349	2021-01-12	07:00:00	9					
350	2021-01-12	07:00:00				1		
351	2021-01-12	08:40:00				1		
352	2021-01-12	08:50:00						1
353	2021-01-12	09:50:00						0
354	2021-01-12	10:00:00	9					
355	2021-01-12	12:15:00						1
356	2021-01-12	12:45:00						0
357	2021-01-12	12:55:00				1		
358	2021-01-12	12:55:00	6					
359	2021-01-12	13:45:00				1		
360	2021-01-12	13:55:00						1
361	2021-01-12	14:35:00						0
362	2021-01-12	14:55:00						1
363	2021-01-12	16:00:00				1		
364	2021-01-12	16:00:00						0
365	2021-01-12	16:30:00	7					
366	2021-01-12	19:00:00		200				
367	2021-01-12	19:30:00				1		
368	2021-01-12	19:30:00					1	
369	2021-01-12	20:00:00	5					
370	2021-01-12	20:20:00						1
371	2021-01-12	20:20:00	38					
372	2021-01-12	20:20:00				1		
373	2021-01-12	20:20:00					1	
374	2021-01-13	05:30:00						0
375	2021-01-13	05:40:00						1
376	2021-01-13	07:00:00						0
377	2021-01-13	07:05:00				1		
378	2021-01-13	07:05:00	11					
379	2021-01-13	08:30:00						1
380	2021-01-13	08:50:00						0
381	2021-01-13	10:00:00	8					
382	2021-01-13	10:20:00				1		
383	2021-01-13	10:35:00						1
384	2021-01-13	11:35:00						0
385	2021-01-13	13:00:00	6					
386	2021-01-13	13:30:00					1	
387	2021-01-13	13:30:00				1		
388	2021-01-13	14:20:00						1
389	2021-01-13	14:30:00						0
390	2021-01-13	14:48:00						1
391	2021-01-13	15:15:00						0
392	2021-01-13	15:24:00						1
393	2021-01-13	16:35:00	10					
394	2021-01-13	16:35:00						0
395	2021-01-13	16:45:00				1		
396	2021-01-13	18:35:00				1		
397	2021-01-13	18:50:00		200				
398	2021-01-13	19:30:00				1		
399	2021-01-13	19:30:00					1	
400	2021-01-13	19:45:00	4					
401	2021-01-13	20:00:00						1
402	2021-01-13	20:00:00	40					
403	2021-01-13	20:00:00				1		
404	2021-01-13	20:00:00					1	
405	2021-01-14	00:00:00						0
406	2021-01-14	00:10:00						1
407	2021-01-14	02:10:00				1		
408	2021-01-14	06:05:00						0
409	2021-01-14	07:05:00				1		
410	2021-01-14	07:05:00	9					
411	2021-01-14	08:50:00						1
412	2021-01-14	09:35:00						0
413	2021-01-14	10:00:00	7					
414	2021-01-14	10:20:00				1		
415	2021-01-14	11:05:00				1		
416	2021-01-14	11:30:00						1
417	2021-01-14	13:30:00						0
418	2021-01-14	13:30:00				1		
419	2021-01-14	13:40:00	12					
420	2021-01-14	14:45:00				1		
421	2021-01-14	15:15:00						1
422	2021-01-14	15:55:00						0
423	2021-01-14	16:10:00	7					
424	2021-01-14	17:20:00				1		
425	2021-01-14	18:55:00		200				
426	2021-01-14	19:40:00				1		
427	2021-01-14	19:50:00	6					
428	2021-01-14	20:05:00						1
429	2021-01-14	20:05:00	41					
430	2021-01-14	20:05:00				1		
431	2021-01-14	20:05:00					1	
432	2021-01-15	06:45:00						0
433	2021-01-15	06:55:00				1		
434	2021-01-15	07:00:00	9					
435	2021-01-15	08:35:00						1
436	2021-01-15	09:15:00						0
437	2021-01-15	09:25:00				1		
438	2021-01-15	10:00:00	8					
439	2021-01-15	11:00:00						1
440	2021-01-15	12:30:00						0
441	2021-01-15	12:30:00					1	
442	2021-01-15	12:30:00				1		
443	2021-01-15	13:15:00	11					
444	2021-01-15	14:22:00						1
445	2021-01-15	14:55:00						0
446	2021-01-15	15:05:00				1		
447	2021-01-15	16:05:00	9					
448	2021-01-15	16:50:00						1
449	2021-01-15	17:35:00						0
450	2021-01-15	18:55:00		200				
451	2021-01-15	19:30:00				1		
452	2021-01-15	19:45:00	7					
453	2021-01-15	20:00:00						1
454	2021-01-15	20:00:00	44					
455	2021-01-15	20:00:00				1		
456	2021-01-15	20:00:00					1	
457	2021-01-16	05:54:00						0
458	2021-01-16	05:55:00						1
459	2021-01-16	07:00:00	7					
460	2021-01-16	07:00:00				1		
461	2021-01-16	07:00:00						0
462	2021-01-16	08:48:00						1
463	2021-01-16	09:35:00						0
464	2021-01-16	09:40:00				1		
465	2021-01-16	09:40:00					1	
466	2021-01-16	09:50:00	8					
467	2021-01-16	10:50:00				1		
468	2021-01-16	11:10:00						1
469	2021-01-16	11:48:00						0
470	2021-01-16	12:20:00				1		
471	2021-01-16	13:05:00	8					
472	2021-01-16	13:40:00				1		
473	2021-01-16	14:05:00						1
474	2021-01-16	14:15:00						0
475	2021-01-16	14:15:00				1		
476	2021-01-16	14:15:00					1	
477	2021-01-16	14:35:00					1	
478	2021-01-16	15:10:00						1
479	2021-01-16	15:40:00						0
480	2021-01-16	16:00:00	10					
481	2021-01-16	16:15:00				1		
482	2021-01-16	17:30:00				1		
483	2021-01-16	17:40:00						1
484	2021-01-16	18:10:00						0
485	2021-01-16	19:00:00		200				
486	2021-01-16	19:20:00				1		
487	2021-01-16	19:40:00	7					
488	2021-01-16	20:30:00						1
489	2021-01-16	20:30:00	38					
490	2021-01-16	20:30:00				1		
491	2021-01-16	20:30:00					1	
492	2021-01-17	05:40:00						0
493	2021-01-17	05:45:00						1
494	2021-01-17	07:20:00						0
495	2021-01-17	07:20:00	12					
496	2021-01-17	07:35:00				1		
497	2021-01-17	08:35:00				1		
498	2021-01-17	10:00:00	10					
499	2021-01-17	10:30:00				1		
500	2021-01-17	10:30:00					1	
501	2021-01-17	11:10:00						1
502	2021-01-17	11:45:00						0
503	2021-01-17	12:45:00	10					
504	2021-01-17	12:45:00					1	
505	2021-01-17	12:45:00				1		
506	2021-01-17	13:20:00						1
507	2021-01-17	13:45:00						0
508	2021-01-17	15:15:00				1		
509	2021-01-17	15:55:00	6					
510	2021-01-17	16:10:00						1
511	2021-01-17	17:25:00						0
512	2021-01-17	18:55:00		200				
513	2021-01-17	19:40:00				1		
514	2021-01-17	19:50:00	7					
515	2021-01-17	20:35:00						1
516	2021-01-17	20:35:00	45					
517	2021-01-17	20:35:00				1		
518	2021-01-17	20:35:00					1	
519	2021-01-18	06:00:00						0
520	2021-01-18	06:20:00						1
521	2021-01-18	06:25:00						0
522	2021-01-18	06:40:00						1
523	2021-01-18	06:40:00				1		
524	2021-01-18	06:50:00						0
525	2021-01-18	07:05:00	10					
526	2021-01-18	08:47:00						1
527	2021-01-18	10:05:00						0
528	2021-01-18	10:15:00	10					
529	2021-01-18	10:30:00				1		
530	2021-01-18	11:40:00					1	
531	2021-01-18	12:50:00	5					
532	2021-01-18	13:00:00				1		
533	2021-01-18	13:05:00						1
534	2021-01-18	14:35:00						0
535	2021-01-18	14:40:00				1		
536	2021-01-18	15:55:00	7					
537	2021-01-18	16:30:00						1
538	2021-01-18	17:35:00						0
539	2021-01-18	17:45:00				1		
540	2021-01-18	17:45:00					1	
541	2021-01-18	19:00:00		200				
542	2021-01-18	19:30:00				1		
543	2021-01-18	19:45:00	6					
544	2021-01-18	20:15:00						1
545	2021-01-18	20:15:00	38					
546	2021-01-18	20:15:00				1		
547	2021-01-18	20:15:00					1	
548	2021-01-19	05:40:00						0
549	2021-01-19	06:00:00						1
550	2021-01-19	06:25:00						0
551	2021-01-19	07:00:00						1
552	2021-01-19	07:35:00						0
553	2021-01-19	07:40:00				1		
554	2021-01-19	07:40:00	10					
555	2021-01-19	07:40:00					1	
556	2021-01-19	09:10:00						1
557	2021-01-19	10:00:00						0
558	2021-01-19	10:10:00				1		
559	2021-01-19	10:15:00	9					
560	2021-01-19	11:40:00				1		
561	2021-01-19	11:45:00						1
562	2021-01-19	13:10:00						0
563	2021-01-19	13:15:00	10					
564	2021-01-19	13:35:00				1		
565	2021-01-19	14:40:00					1	
566	2021-01-19	14:40:00				1		
567	2021-01-19	14:50:00						1
568	2021-01-19	15:10:00						0
569	2021-01-19	15:55:00	9					
570	2021-01-19	16:40:00				1		
571	2021-01-19	16:55:00						1
572	2021-01-19	17:25:00				1		
573	2021-01-19	17:25:00						0
574	2021-01-19	19:00:00		200				
